date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:24:31	8514/8514	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:29%20GMT	https://omits-himatika.com/dashboard/authentication/login.php	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/dashboard/authentication/login.html	(from https://omits-himatika.com/public/index.php)
21:24:31	4475/4475	---M-Z	302	error ('Found')	text/html	date:Wed,%2027%20Sep%202023%2014:24:30%20GMT	https://omits-himatika.com/dashboard/authentication/register.php	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/dashboard/authentication/register.php	(from https://omits-himatika.com/public/index.php)
21:24:31	10624/10624	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:30%20GMT	https://omits-himatika.com/dashboard/authentication/register-closed.php	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/dashboard/authentication/register-closed.html	(from https://omits-himatika.com/public/index.php)
21:24:32	37052/37052	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:30%20GMT	https://omits-himatika.com/public/omits-sd.php	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/omits-sd.html	(from https://omits-himatika.com/public/index.php)
21:24:32	37106/37106	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:30%20GMT	https://omits-himatika.com/public/omits-smp.php	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/omits-smp.html	(from https://omits-himatika.com/public/index.php)
21:24:32	37090/37090	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:31%20GMT	https://omits-himatika.com/public/omits-sma.php	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/omits-sma.html	(from https://omits-himatika.com/public/index.php)
21:24:32	36398/36398	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:31%20GMT	https://omits-himatika.com/public/mission.php	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/mission.html	(from https://omits-himatika.com/public/index.php)
21:24:33	31363/31363	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:31%20GMT	https://omits-himatika.com/public/store.php	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/store.html	(from https://omits-himatika.com/public/index.php)
21:24:33	29339/29339	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:31%20GMT	https://omits-himatika.com/public/petunjuk-pembayaran.php	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/petunjuk-pembayaran.html	(from https://omits-himatika.com/public/index.php)
21:24:33	147940/147940	---M--	200	added ('OK')	image/webp	date:Mon,%2003%20Jul%202023%2010:13:44%20GMT	https://omits-himatika.com/public/img/omits16.webp	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/omits16.webp	(from https://omits-himatika.com/public/index.php)
21:24:33	338508/338508	---M--	200	added ('OK')	image/webp	date:Mon,%2003%20Jul%202023%2017:42:46%20GMT	https://omits-himatika.com/public/img/sd.webp	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/sd.webp	(from https://omits-himatika.com/public/index.php)
21:24:34	710160/710160	---M--	200	added ('OK')	image/webp	date:Mon,%2003%20Jul%202023%2017:43:52%20GMT	https://omits-himatika.com/public/img/smp.webp	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/smp.webp	(from https://omits-himatika.com/public/index.php)
21:24:34	20670/20670	---M-Z	302	error ('Found')	text/html	date:Wed,%2027%20Sep%202023%2014:24:32%20GMT	https://omits-himatika.com/dashboard/	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/dashboard/index.html	(from https://omits-himatika.com/public/index.php)
21:24:34	833598/833598	---M--	200	added ('OK')	image/webp	date:Mon,%2003%20Jul%202023%2017:43:20%20GMT	https://omits-himatika.com/public/img/sma.webp	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/sma.webp	(from https://omits-himatika.com/public/index.php)
21:24:34	4008/4008	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202023%2005:30:56%20GMT	https://omits-himatika.com/public/img/sponsor/logoKPI.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/sponsor/logoKPI.png	(from https://omits-himatika.com/public/index.php)
21:24:34	778948/778948	---M--	200	added ('OK')	image/webp	date:Mon,%2003%20Jul%202023%2017:42:10%20GMT	https://omits-himatika.com/public/img/mission.webp	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/mission.webp	(from https://omits-himatika.com/public/index.php)
21:24:35	738386/738386	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:26:42%20GMT	https://omits-himatika.com/public/img/sponsor/Petrokimia%20Gresik.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/sponsor/Petrokimia%20Gresik.png	(from https://omits-himatika.com/public/index.php)
21:24:35	598588/598588	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:25:10%20GMT	https://omits-himatika.com/public/img/sponsor/Logo%20Patra%20Jasa.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/sponsor/Logo%20Patra%20Jasa.png	(from https://omits-himatika.com/public/index.php)
21:24:35	49964/49964	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jul%202023%2019:25:56%20GMT	https://omits-himatika.com/public/img/sponsor/pnp.jpg	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/sponsor/pnp.jpg	(from https://omits-himatika.com/public/index.php)
21:24:35	38569/38569	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Sep%202023%2007:23:05%20GMT	https://omits-himatika.com/public/img/sponsor/telkomsel.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/sponsor/telkomsel.png	(from https://omits-himatika.com/public/index.php)
21:24:35	12417/12417	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Sep%202023%2007:23:04%20GMT	https://omits-himatika.com/public/img/sponsor/lr.jpeg	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/sponsor/lr.jpg	(from https://omits-himatika.com/public/index.php)
21:24:36	182598/182598	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:10:22%20GMT	https://omits-himatika.com/public/img/medpart/2.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/2.png	(from https://omits-himatika.com/public/index.php)
21:24:36	1317595/1317595	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:10:12%20GMT	https://omits-himatika.com/public/img/medpart/1.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/1.png	(from https://omits-himatika.com/public/index.php)
21:24:36	646195/646195	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:10:30%20GMT	https://omits-himatika.com/public/img/medpart/3.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/3.png	(from https://omits-himatika.com/public/index.php)
21:24:36	160890/160890	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jul%202023%2019:10:34%20GMT	https://omits-himatika.com/public/img/medpart/4.jpg	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/4.jpg	(from https://omits-himatika.com/public/index.php)
21:24:37	68254/68254	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:10:46%20GMT	https://omits-himatika.com/public/img/medpart/5.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/5.png	(from https://omits-himatika.com/public/index.php)
21:24:37	138254/138254	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:10:54%20GMT	https://omits-himatika.com/public/img/medpart/6.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/6.png	(from https://omits-himatika.com/public/index.php)
21:24:37	7143/7143	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:11:04%20GMT	https://omits-himatika.com/public/img/medpart/7.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/7.png	(from https://omits-himatika.com/public/index.php)
21:24:37	27110/27110	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:11:12%20GMT	https://omits-himatika.com/public/img/medpart/8.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/8.png	(from https://omits-himatika.com/public/index.php)
21:24:37	31847/31847	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:11:20%20GMT	https://omits-himatika.com/public/img/medpart/9.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/9.png	(from https://omits-himatika.com/public/index.php)
21:24:38	119584/119584	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:11:28%20GMT	https://omits-himatika.com/public/img/medpart/10.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/10.png	(from https://omits-himatika.com/public/index.php)
21:24:38	70501/70501	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jul%202023%2019:11:36%20GMT	https://omits-himatika.com/public/img/medpart/11.jpg	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/11.jpg	(from https://omits-himatika.com/public/index.php)
21:24:38	299106/299106	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:11:46%20GMT	https://omits-himatika.com/public/img/medpart/12.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/12.png	(from https://omits-himatika.com/public/index.php)
21:24:38	1024415/1024415	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:12:00%20GMT	https://omits-himatika.com/public/img/medpart/13.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/13.png	(from https://omits-himatika.com/public/index.php)
21:24:38	246350/246350	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:12:04%20GMT	https://omits-himatika.com/public/img/medpart/14.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/14.png	(from https://omits-himatika.com/public/index.php)
21:24:39	1867003/1867003	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:12:28%20GMT	https://omits-himatika.com/public/img/medpart/15.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/15.png	(from https://omits-himatika.com/public/index.php)
21:24:39	713524/713524	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jul%202023%2019:12:48%20GMT	https://omits-himatika.com/public/img/medpart/17.jpg	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/17.jpg	(from https://omits-himatika.com/public/index.php)
21:24:39	108060/108060	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jul%202023%2019:12:38%20GMT	https://omits-himatika.com/public/img/medpart/16.JPG	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/16.jpg	(from https://omits-himatika.com/public/index.php)
21:24:39	92867/92867	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jul%202023%2019:12:56%20GMT	https://omits-himatika.com/public/img/medpart/18.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/medpart/18.png	(from https://omits-himatika.com/public/index.php)
21:24:40	135840/135840	---M--	200	added ('OK')	image/webp	date:Mon,%2003%20Jul%202023%2010:12:42%20GMT	https://omits-himatika.com/public/img/logoomits16putih.webp	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/logoomits16putih.webp	(from https://omits-himatika.com/public/index.php)
21:24:40	11456/11456	---M--	200	added ('OK')	image/webp	date:Mon,%2003%20Jul%202023%2010:12:30%20GMT	https://omits-himatika.com/public/img/himatika.webp	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/himatika.webp	(from https://omits-himatika.com/public/index.php)
21:24:40	14694/14694	---M--	200	added ('OK')	image/webp	date:Mon,%2003%20Jul%202023%2010:13:42%20GMT	https://omits-himatika.com/public/img/Matematika.webp	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/public/img/Matematika.webp	(from https://omits-himatika.com/public/index.php)
21:24:41	17388/17388	---M-Z	200	added ('OK')	application/javascript	etag:%225fa3db49-43ec%22	https://cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.8/ScrollMagic.min.js	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.8/ScrollMagic.min.js	(from https://omits-himatika.com/public/index.php)
21:24:41	7083/7083	---M-Z	200	added ('OK')	application/javascript	etag:%225fa3db49-1bab%22	https://cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.8/plugins/debug.addIndicators.min.js	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.8/plugins/debug.addIndicators.min.js	(from https://omits-himatika.com/public/index.php)
21:24:41	64148/64148	---M-Z	200	added ('OK')	application/javascript	etag:%2261c68a7c-62f1%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.9.1/gsap.min.js	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/cdnjs.cloudflare.com/ajax/libs/gsap/3.9.1/gsap.min.js	(from https://omits-himatika.com/public/index.php)
21:24:42	4518/4518	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2027%20Sep%202023%2014:24:40%20GMT	https://kit.fontawesome.com/a076d05399.js	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/kit.fontawesome.com/a076d05399.44.delayed	(from https://omits-himatika.com/public/index.php)
21:24:43	1195450/1195450	---M-Z	200	added ('OK')	application/javascript	etag:%2264c93458-6b018%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/js/all.min.js	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/js/all.min.js	(from https://omits-himatika.com/public/index.php)
21:24:43	64120/64120	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2018%20Jun%202023%2018:34:16%20GMT	https://omits-himatika.com/node_modules/flowbite/dist/flowbite.min.js	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/node_modules/flowbite/dist/flowbite.min.js	(from https://omits-himatika.com/public/index.php)
21:24:44	63305/63305	---M-Z	200	added ('OK')	application/javascript	etag:%2264346540-3578%22	https://cdnjs.cloudflare.com/ajax/libs/flowbite/1.6.5/flowbite.min.js	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/cdnjs.cloudflare.com/ajax/libs/flowbite/1.6.5/flowbite.min.js	(from https://omits-himatika.com/public/index.php)
21:24:46	65866/65866	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:45%20GMT	https://omits-himatika.com/css/style.css	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/css/style.html	(from https://omits-himatika.com/manifest.json)
21:24:46	65866/65866	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:45%20GMT	https://omits-himatika.com/img/favicon/apple-icon-57x57.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/img/favicon/apple-icon-57x57.html	(from https://omits-himatika.com/manifest.json)
21:24:47	65866/65866	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:45%20GMT	https://omits-himatika.com/img/favicon/apple-icon-60x60.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/img/favicon/apple-icon-60x60.html	(from https://omits-himatika.com/manifest.json)
21:24:47	65866/65866	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:45%20GMT	https://omits-himatika.com/img/favicon/apple-icon-72x72.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/img/favicon/apple-icon-72x72.html	(from https://omits-himatika.com/manifest.json)
21:24:47	65866/65866	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:46%20GMT	https://omits-himatika.com/img/favicon/apple-icon-76x76.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/img/favicon/apple-icon-76x76.html	(from https://omits-himatika.com/manifest.json)
21:24:47	65866/65866	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:46%20GMT	https://omits-himatika.com/img/favicon/apple-icon-114x114.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/img/favicon/apple-icon-114x114.html	(from https://omits-himatika.com/manifest.json)
21:24:47	65866/65866	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:46%20GMT	https://omits-himatika.com/img/favicon/apple-icon-120x120.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/img/favicon/apple-icon-120x120.html	(from https://omits-himatika.com/manifest.json)
21:24:48	65866/65866	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:46%20GMT	https://omits-himatika.com/img/favicon/apple-icon-144x144.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/img/favicon/apple-icon-144x144.html	(from https://omits-himatika.com/manifest.json)
21:24:48	65866/65866	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:46%20GMT	https://omits-himatika.com/img/favicon/apple-icon-152x152.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/img/favicon/apple-icon-152x152.html	(from https://omits-himatika.com/manifest.json)
21:24:48	65866/65866	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:47%20GMT	https://omits-himatika.com/img/favicon/apple-icon-180x180.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/img/favicon/apple-icon-180x180.html	(from https://omits-himatika.com/manifest.json)
21:24:48	65866/65866	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:24:47%20GMT	https://omits-himatika.com/img/favicon/android-icon-192x192.png	C:/My%20Web%20Sites/OMITS%20Frontend%20only%202/omits-himatika.com/img/favicon/android-icon-192x192.html	(from https://omits-himatika.com/manifest.json)
